SLUG,PRODUCT,DESCRIPTION,SUPPLIER,STYLE,BLACK,WHITE,MONUMENT,CREAM,CUSTOM,POLISHED_STAINLESS_STEEL,SATIN_STAINLESS_STEEL,MATT_BLACK,PEARL_WHITE_GLOSS,SURFMIST_MATT,DUNE_SATIN,BASALT_SATIN,WOODLAND_GREY_MATT,MONUMENT_MATT,BLACK_SATIN,KWILA_TEXTURED,WESTERN_RED_CEDAR
SLUG,PRODUCT,DESCRIPTION,SUPPLIER,STYLE,BLACK,WHITE,MONUMENT,CREAM,CUSTOM,POLISHED_STAINLESS_STEEL,SATIN_STAINLESS_STEEL,MATT_BLACK,PEARL_WHITE_GLOSS,SURFMIST_MATT,DUNE_SATIN,BASALT_SATIN,WOODLAND_GREY_MATT,MONUMENT_MATT,BLACK_SATIN,KWILA_TEXTURED,WESTERN_RED_CEDAR
slat+65,CTS - XPS - 65 x 16.5mm - 1000mm,Slat 65,JG,slat,,,,,,,,,XP-6100-S65-W-CTS,XP-6100-S65-SM-CTS,XP-6100-S65-D-CTS,XP-6100-S65-BS-CTS,XP-6100-S65-G-CTS,XP-6100-S65-MN-CTS,XP-6100-S65-B-CTS,,
slat+90,CTS - QS - 90 x 16.5mm - 1000mm,Slat 90,JG,slat,,,,,,,,,QS-6100-S90-W-CTS,QS-6100-S90-SM-CTS,QS-6100-S90-D-CTS,QS-6100-S90-BS-CTS,QS-6100-S90-G-CTS,QS-6100-S90-MN-CTS,QS-6100-S90-B-CTS,,
slat_spacer+5,CTS - Fence Spacer Block - 5mm (50 pcs),Space 5,JG,slat,,,,,,,,,XPL-SB-50PK-05MM-CTS,XPL-SB-50PK-05MM-CTS,XPL-SB-50PK-05MM-CTS,XPL-SB-50PK-05MM-CTS,XPL-SB-50PK-05MM-CTS,XPL-SB-50PK-05MM-CTS,XPL-SB-50PK-05MM-CTS,XPL-SB-50PK-05MM-CTS,XPL-SB-50PK-05MM-CTS
slat_spacer+9,CTS - Fence Spacer Block - 9 mm (50 pcs),Spacer 9,JG,slat,,,,,,,,,XPL-SB-50PK-09MM-CTS,XPL-SB-50PK-09MM-CTS,XPL-SB-50PK-09MM-CTS,XPL-SB-50PK-09MM-CTS,XPL-SB-50PK-09MM-CTS,XPL-SB-50PK-09MM-CTS,XPL-SB-50PK-09MM-CTS,XPL-SB-50PK-09MM-CTS,XPL-SB-50PK-09MM-CTS
slat_spacer+12,QS - 12mm slat spacer 50 PACK,Space 12,JG,slat,,,,,,,,,WC-64035,WC-64035,WC-64035,WC-64035,WC-64035,WC-64035,WC-64035,WC-64035,WC-64035
slat_spacer+15,CTS - Fence Spacer Block - 15mm,Spacer 15,JG,slat,,,,,,,,,XPL-SB-50PK-05MM-CTS-1,XPL-SB-50PK-05MM-CTS-1,XPL-SB-50PK-05MM-CTS-1,XPL-SB-50PK-05MM-CTS-1,XPL-SB-50PK-05MM-CTS-1,XPL-SB-50PK-05MM-CTS-1,XPL-SB-50PK-05MM-CTS-1,XPL-SB-50PK-05MM-CTS-1,XPL-SB-50PK-05MM-CTS-1
slat_spacer+20,CTS - Fence Spacer Block - 20mm (50 pcs),Spacer 20,JG,slat,,,,,,,,,XPL-SB-50PK-20MM-CTS,XPL-SB-50PK-20MM-CTS,XPL-SB-50PK-20MM-CTS,XPL-SB-50PK-20MM-CTS,XPL-SB-50PK-20MM-CTS,XPL-SB-50PK-20MM-CTS,XPL-SB-50PK-20MM-CTS,XPL-SB-50PK-20MM-CTS,XPL-SB-50PK-20MM-CTS
slat_spacer+30,CTS - Fence Spacer Block - 30 mm (50 pcs),Spacer 30,JG,slat,,,,,,,,,QS-SPACER-30MM-50PK-1,QS-SPACER-30MM-50PK-1,QS-SPACER-30MM-50PK-1,QS-SPACER-30MM-50PK-1,QS-SPACER-30MM-50PK-1,QS-SPACER-30MM-50PK-1,QS-SPACER-30MM-50PK-1,QS-SPACER-30MM-50PK-1,QS-SPACER-30MM-50PK-1
slat_fixings+cement,KwikSet Cement 20kg Bag,Fixing - Cement,JG,slat,,,,,,,,,GROUT-KWIKSET,GROUT-KWIKSET,GROUT-KWIKSET,GROUT-KWIKSET,GROUT-KWIKSET,GROUT-KWIKSET,GROUT-KWIKSET,GROUT-KWIKSET,GROUT-KWIKSET
slat_fixings+glue_tube,Chem Anchor Glue 280ml Tube,Fixing - Glue Tube,JG,slat,,,,,,,,,SOUD-CA1400,SOUD-CA1400,SOUD-CA1400,SOUD-CA1400,SOUD-CA1400,SOUD-CA1400,SOUD-CA1400,SOUD-CA1400,SOUD-CA1400
slat_fixings+thread_rods,4x M10 x 120mm - Threaded Rod (Chemical Anchor Bolts),Fixing - Thread Rod,JG,slat,,,,,,,,,S-120ROD-4PK,S-120ROD-4PK,S-120ROD-4PK,S-120ROD-4PK,S-120ROD-4PK,S-120ROD-4PK,S-120ROD-4PK,S-120ROD-4PK,S-120ROD-4PK
slat_qes+side_frame,CTS - QS - SIDE FRAME - 1000mm,Side Frame,JG,slat,,,,,,,,,QS-5800-SF-W-CTS,QS-5800-SF-SM-CTS,QS-5800-SF-D-CTS,QS-5800-SF-BS-CTS,QS-5800-SF-G-CTS,QS-5800-SF-MN-CTS,QS-5800-SF-B-CTS,,
slat_qes+side_frame_cover,CTS - QS - CONCEALED FIXING COVER - 1000mm,Side Frame Cover,JG,slat,,,,,,,,,QS-5800-CFC-W-CTS,QS-5800-CFC-SM-CTS,QS-5800-CFC-D-CTS,QS-5800-CFC-BS-CTS,QS-5800-CFC-G-CTS,QS-5800-CFC-MN-CTS,QS-5800-CFC-B-CTS,,
sfs+end_caps,CTS - SFS - END PLATE - Side Frame,End Cap,JG,slat,,,,,,,,,XPL-EP-W-2PK-CTS,XPL-EP-SM-2PK-CTS,XPL-EP-D-2PK-CTS,XPL-EP-BS-2PK-CTS,XPL-EP-G-2PK-CTS,XPL-EP-MN-2PK-CTS,XPL-EP-B-2PK-CTS,,
sfs+rail,CTS - SFS - Side Frame - 1000mm,Rail,JG,slat,,,,,,,,,XPL-6000-SF-W-CTS,XPL-6000-SF-SM-CTS,XPL-6000-SF-D-CTS,XPL-6000-SF-BS-CTS,XPL-6000-SF-G-CTS,XPL-6000-SF-MN-CTS,XPL-6000-SF-B-CTS,,
slat_fixings+glue_gun,Heavy Duty Cartridge Gun (Suits 280ml Tubes),Glue Gun,JG,slat,,,,,,,,,SOUD-GUN,SOUD-GUN,SOUD-GUN,SOUD-GUN,SOUD-GUN,SOUD-GUN,SOUD-GUN,SOUD-GUN,SOUD-GUN
slat_post+50x50_1800,Post - 50x50mm x 2400mm Aluminium Slat Fencing Post,Post - 50x50 1800,JG,slat,,,,,,,,,XP-1800-FP-W,XP-1800-FP-SM,XP-1800-FP-D,XP-1800-FP-BS,XP-1800-FP-G,XP-1800-FP-MN,XP-1800-FP-B,,
slat_post+50x50_2400,Post - 50x50mm x 2400mm Aluminium Slat Fencing Post,Post - 50x50 2400,JG,slat,,,,,,,,,XP-2400-FP-W,XP-2400-FP-SM,XP-2400-FP-D,XP-2400-FP-BS,XP-2400-FP-G,XP-2400-FP-MN,XP-2400-FP-B,,
slat_post+50x50_2700,Post - 50x50mm x 2700mm Aluminium Slat Fencing Post,Post - 50x50 2700,JG,slat,,,,,,,,,XP-2700-FP-W,XP-2700-FP-SM,XP-2700-FP-D,XP-2700-FP-BS,XP-2700-FP-G,XP-2700-FP-MN,XP-2700-FP-B,,
slat_post+50x50_6000,Post - 50x50mm x 6000mm Aluminium Slat Fencing Post,Post - 50x50 6000,JG,slat,,,,,,,,,XP-6000-FP-W,XP-6000-FP-SM,XP-6000-FP-D,XP-6000-FP-BS,XP-6000-FP-G,XP-6000-FP-MN,XP-6000-FP-B,,
slat_post+base_plate_cover,DOMICAL COVER - 2 Part - Suits 50MM Posts,Post - Base Plate Cover,JG,slat,,,,,,,,,XP-DC-2P-W,XP-DC-2P-SM,XP-DC-2P-D,XP-DC-2P-BS,XP-DC-2P-G,XP-DC-2P-MN,XP-DC-2P-B,,
slat_post+base_plate_kit,XPRESS Screening - BASE PLATE SET,Post - Base Plate Kit,JG,slat,,,,,,,,,XP-BP-SET-W,XP-BP-SET-SM,XP-BP-SET-D,XP-BP-SET-BS,XP-BP-SET-G,XP-BP-SET-MN,XP-BP-SET-B,,
slat_post+hole_plugs,Post Plug 32mm Diam. - 4PK,Post - Hole Plug,JG,slat,,,,,,,,,SS-POSTPLUG-4PK-1,SS-POSTPLUG-4PK-1,SS-POSTPLUG-4PK-1,SS-POSTPLUG-4PK-1,SS-POSTPLUG-4PK-1,SS-POSTPLUG-4PK-1,SS-POSTPLUG-4PK-1,SS-POSTPLUG-4PK-1,SS-POSTPLUG-4PK-1
slat_gate+hd_rail,CTS - 65 x 45mm Heavy Duty RAIL (with 2 x screw flutes) - 1000mm long,Gate - Heavy Duty RAIL,JG,slat,,,,,,,,,XP-6100-HD6545-W-CTS,XP-6100-HD6545-SM-CTS,XP-6000-HD6545-D-CTS,XP-6100-HD6545-BS-CTS,XP-6100-HD6545-G-CTS,XP-6100-HD6545-MN-CTS,XP-6100-HD6545-B-CTS,,
slat_gate+drop_bolt,300mm DROP BOLT - BLACK Powdercoated(incl 2 x tek screws),Gate - Drop Bolt,JG,slat,,,,,,,,,SS-0300DB-B,SS-0300DB-B,SS-0300DB-B,SS-0300DB-B,SS-0300DB-B,SS-0300DB-B,SS-0300DB-B,,
slat_qes+gate_infill,CTS - XPS - SIDE FRAME INFILL - 1000mm,Gate - Infill,JG,slat,,,,,,,,,XP-XBAT-4200-INF-W-CTS,XP-XBAT-4200-INF-SM-CTS,XP-XBAT-4200-INF-D-CTS,XP-XBAT-4200-INF-BS-CTS,XP-XBAT-4200-INF-G-CTS,XP-XBAT-4200-INF-MN-CTS,XP-XBAT-4200-INF-B-CTS,,
slat_gate+side_frame_20mm,CTS - XPS - GATE SIDE FRAME - 20MM - 1000mm,Gate - Side Frame,JG,slat,,,,,,,,,XP-4200-GSF20-W-CTS,XP-4200-GSF20-SM-CTS,XP-4200-GSF20-D-CTS,XP-4200-GSF20-BS-CTS,XP-4200-GSF20-G-CTS,XP-4200-GSF20-MN-CTS,XP-4200-GSF20-B-CTS,,
slat_gate+side_frame_9mm,CTS - XPS -  GATE SIDE FRAME - 1000mm,Gate - Side Frame,JG,slat,,,,,,,,,XP-4200-GSF09-W-CTS,XP-4200-GSF09-SM-CTS,XP-4200-GSF09-D-CTS,XP-4200-GSF09-BS-CTS,XP-4200-GSF09-G-CTS,XP-4200-GSF09-MN-CTS,XP-4200-GSF09-B-CTS,,
slat_gate+blade_65,CTS - XPS - GATE BLADE - 65 x 16MM,Gate - Blade,JG,slat,,,,,,,,,XP-6100-GB65-W-CTS,XP-6100-GB65-SM-CTS,XP-6100-GB65-D-CTS,XP-6100-GB65-BS-CTS,XP-6100-GB65-G-CTS,XP-6100-GB65-MN-CTS,XP-6100-GB65-B-CTS,,
slat_gate+frame_cap,CTS - XPS - Gate Frame CAP ONLY,Gate - Frame Cap,JG,slat,,,,,,,,,XP-GFC-W-CTS,XP-GFC-SM-CTS,XP-GFC-W-CTS,XP-GFC-BS-CTS,XP-GFC-G-CTS,XP-GFC-MN-CTS,XP-GFC-B-CTS,,
slat_gate+frame_cover,CTS - XPS - GATE FRAME COVER - 26 x 12mm,Gate - Frame Cover,JG,slat,,,,,,,,,XP-4200-GI-W-CTS,XP-4200-GI-SM-CTS,XP-4200-GI-D-CTS,XP-4200-GI-BS-CTS,XP-4200-GI-G-CTS,XP-4200-GI-MN-CTS,XP-4200-GI-B-CTS,,
slat_gate+screws_frame,CTS - XPS GATEFRAME SCREWS - Bag of 10,Gate - Frame Screw,JG,slat,,,,,,,,,XP-SCREWSGF-10pk-CTS,XP-SCREWSGF-10pk-CTS,XP-SCREWSGF-10pk-CTS,XP-SCREWSGF-10pk-CTS,XP-SCREWSGF-10pk-CTS,XP-SCREWSGF-10pk-CTS,XP-SCREWSGF-10pk-CTS,XP-SCREWSGF-10pk-CTS,XP-SCREWSGF-10pk-CTS
slat_gate+latch_deluxe,D&D Lokk Latch - Deluxe Lockable - Alike,Latch - Deluxe,JG,slat,,,,,,,,,LL-DL-KA,LL-DL-KA,LL-DL-KA,LL-DL-KA,LL-DL-KA,LL-DL-KA,LL-DL-KA,LL-DL-KA,LL-DL-KA
slat_gate+handle,D&D Lokk Latch - GATE HANDLE,Gate - Handle,JG,slat,,,,,,,,,LL-GH,LL-GH,LL-GH,LL-GH,LL-GH,LL-GH,LL-GH,,
slat_gate+hinge_truclose,D&D Tru Close - HINGE SET - Heavy Duty,Gate - Hinge,JG,slat,,,,,,,,,TC-H-AT-HD-2L-B,TC-H-AT-HD-2L-B,TC-H-AT-HD-2L-B,TC-H-AT-HD-2L-B,TC-H-AT-HD-2L-B,TC-H-AT-HD-2L-B,TC-H-AT-HD-2L-B,,
slat_gate+screws_flat,XPS SCREWS - Bag of 100,Gate Screw,JG,slat,,,,,,,,,XP-SCREWS-W,XP-SCREWS-SM,XP-SCREWS-D,XP-SCREWS-BS,XP-SCREWS-G,XP-SCREWS-MN,XP-SCREWS-B,,
centre_support_rail,Slat Centre Support Rail White 5800L,Centre Support Rail,JG,slat,,,,,,,,,FS-SL-XP-5800-CSR-W-GO,FS-SL-XP-5800-CSR-SM-GO,FS-SL-XP-5800-CSR-D-GO,FS-SL-XP-5800-CSR-BS-GO,FS-SL-XP-5800-CSR-G-GO,FS-SL-XP-5800-CSR-MN-GO,FS-SL-XP-5800-CSR-B-GO,,
slat+65,CTS - XPS - 65 x 16.5mm - 1000mm,Slat 65,JG,slat_infill,,,,,,,,,XP-6100-S65-W-CTS,XP-6100-S65-SM-CTS,XP-6100-S65-D-CTS,XP-6100-S65-BS-CTS,XP-6100-S65-G-CTS,XP-6100-S65-MN-CTS,XP-6100-S65-B-CTS,,
slat+90,CTS - QS - 90 x 16.5mm - 1000mm,Slat 90,JG,slat_infill,,,,,,,,,QS-6100-S90-W-CTS,QS-6100-S90-SM-CTS,QS-6100-S90-D-CTS,QS-6100-S90-BS-CTS,QS-6100-S90-G-CTS,QS-6100-S90-MN-CTS,QS-6100-S90-B-CTS,,
slat_spacer+5,CTS - Fence Spacer Block - 5mm (50 pcs),Space 5,JG,slat_infill,,,,,,,,,XPL-SB-50PK-05MM-CTS,XPL-SB-50PK-05MM-CTS,XPL-SB-50PK-05MM-CTS,XPL-SB-50PK-05MM-CTS,XPL-SB-50PK-05MM-CTS,XPL-SB-50PK-05MM-CTS,XPL-SB-50PK-05MM-CTS,XPL-SB-50PK-05MM-CTS,XPL-SB-50PK-05MM-CTS
slat_spacer+9,CTS - Fence Spacer Block - 9 mm (50 pcs),Spacer 9,JG,slat_infill,,,,,,,,,XPL-SB-50PK-09MM-CTS,XPL-SB-50PK-09MM-CTS,XPL-SB-50PK-09MM-CTS,XPL-SB-50PK-09MM-CTS,XPL-SB-50PK-09MM-CTS,XPL-SB-50PK-09MM-CTS,XPL-SB-50PK-09MM-CTS,XPL-SB-50PK-09MM-CTS,XPL-SB-50PK-09MM-CTS
slat_spacer+12,QS - 12mm slat spacer 50 PACK,Space 12,JG,slat_infill,,,,,,,,,WC-64035,WC-64035,WC-64035,WC-64035,WC-64035,WC-64035,WC-64035,WC-64035,WC-64035
slat_spacer+15,CTS - Fence Spacer Block - 15mm,Spacer 15,JG,slat_infill,,,,,,,,,XPL-SB-50PK-05MM-CTS-1,XPL-SB-50PK-05MM-CTS-1,XPL-SB-50PK-05MM-CTS-1,XPL-SB-50PK-05MM-CTS-1,XPL-SB-50PK-05MM-CTS-1,XPL-SB-50PK-05MM-CTS-1,XPL-SB-50PK-05MM-CTS-1,XPL-SB-50PK-05MM-CTS-1,XPL-SB-50PK-05MM-CTS-1
slat_spacer+20,CTS - Fence Spacer Block - 20mm (50 pcs),Spacer 20,JG,slat_infill,,,,,,,,,XPL-SB-50PK-20MM-CTS,XPL-SB-50PK-20MM-CTS,XPL-SB-50PK-20MM-CTS,XPL-SB-50PK-20MM-CTS,XPL-SB-50PK-20MM-CTS,XPL-SB-50PK-20MM-CTS,XPL-SB-50PK-20MM-CTS,XPL-SB-50PK-20MM-CTS,XPL-SB-50PK-20MM-CTS
slat_spacer+30,CTS - Fence Spacer Block - 30 mm (50 pcs),Spacer 30,JG,slat_infill,,,,,,,,,QS-SPACER-30MM-50PK-1,QS-SPACER-30MM-50PK-1,QS-SPACER-30MM-50PK-1,QS-SPACER-30MM-50PK-1,QS-SPACER-30MM-50PK-1,QS-SPACER-30MM-50PK-1,QS-SPACER-30MM-50PK-1,QS-SPACER-30MM-50PK-1,QS-SPACER-30MM-50PK-1
slat_fixings+cement,KwikSet Cement 20kg Bag,Fixing - Cement,JG,slat_infill,,,,,,,,,GROUT-KWIKSET,GROUT-KWIKSET,GROUT-KWIKSET,GROUT-KWIKSET,GROUT-KWIKSET,GROUT-KWIKSET,GROUT-KWIKSET,GROUT-KWIKSET,GROUT-KWIKSET
slat_fixings+glue_tube,Chem Anchor Glue 280ml Tube,Fixing - Glue Tube,JG,slat_infill,,,,,,,,,SOUD-CA1400,SOUD-CA1400,SOUD-CA1400,SOUD-CA1400,SOUD-CA1400,SOUD-CA1400,SOUD-CA1400,SOUD-CA1400,SOUD-CA1400
slat_fixings+thread_rods,4x M10 x 120mm - Threaded Rod (Chemical Anchor Bolts),Fixing - Thread Rod,JG,slat_infill,,,,,,,,,S-120ROD-4PK,S-120ROD-4PK,S-120ROD-4PK,S-120ROD-4PK,S-120ROD-4PK,S-120ROD-4PK,S-120ROD-4PK,S-120ROD-4PK,S-120ROD-4PK
slat_qes+side_frame,CTS - QS - SIDE FRAME - 1000mm,Side Frame,JG,slat_infill,,,,,,,,,QS-5800-SF-W-CTS,QS-5800-SF-SM-CTS,QS-5800-SF-D-CTS,QS-5800-SF-BS-CTS,QS-5800-SF-G-CTS,QS-5800-SF-MN-CTS,QS-5800-SF-B-CTS,,
slat_qes+side_frame_cover,CTS - QS - CONCEALED FIXING COVER - 1000mm,Side Frame Cover,JG,slat_infill,,,,,,,,,QS-5800-CFC-W-CTS,QS-5800-CFC-SM-CTS,QS-5800-CFC-D-CTS,QS-5800-CFC-BS-CTS,QS-5800-CFC-G-CTS,QS-5800-CFC-MN-CTS,QS-5800-CFC-B-CTS,,
sfs+end_caps,CTS - SFS - END PLATE - Side Frame,End Cap,JG,slat_infill,,,,,,,,,XPL-EP-W-2PK-CTS,XPL-EP-SM-2PK-CTS,XPL-EP-D-2PK-CTS,XPL-EP-BS-2PK-CTS,XPL-EP-G-2PK-CTS,XPL-EP-MN-2PK-CTS,XPL-EP-B-2PK-CTS,,
sfs+rail,CTS - SFS - Side Frame - 1000mm,Rail,JG,slat_infill,,,,,,,,,XPL-6000-SF-W-CTS,XPL-6000-SF-SM-CTS,XPL-6000-SF-D-CTS,XPL-6000-SF-BS-CTS,XPL-6000-SF-G-CTS,XPL-6000-SF-MN-CTS,XPL-6000-SF-B-CTS,,
slat_fixings+glue_gun,Heavy Duty Cartridge Gun (Suits 280ml Tubes),Glue Gun,JG,slat_infill,,,,,,,,,SOUD-GUN,SOUD-GUN,SOUD-GUN,SOUD-GUN,SOUD-GUN,SOUD-GUN,SOUD-GUN,SOUD-GUN,SOUD-GUN
slat_post+50x50_1800,Post - 50x50mm x 2400mm Aluminium Slat Fencing Post,Post - 50x50 1800,JG,slat_infill,,,,,,,,,XP-1800-FP-W,XP-1800-FP-SM,XP-1800-FP-D,XP-1800-FP-BS,XP-1800-FP-G,XP-1800-FP-MN,XP-1800-FP-B,,
slat_post+50x50_2400,Post - 50x50mm x 2400mm Aluminium Slat Fencing Post,Post - 50x50 2400,JG,slat_infill,,,,,,,,,XP-2400-FP-W,XP-2400-FP-SM,XP-2400-FP-D,XP-2400-FP-BS,XP-2400-FP-G,XP-2400-FP-MN,XP-2400-FP-B,,
slat_post+50x50_2700,Post - 50x50mm x 2700mm Aluminium Slat Fencing Post,Post - 50x50 2700,JG,slat_infill,,,,,,,,,XP-2700-FP-W,XP-2700-FP-SM,XP-2700-FP-D,XP-2700-FP-BS,XP-2700-FP-G,XP-2700-FP-MN,XP-2700-FP-B,,
slat_post+50x50_6000,Post - 50x50mm x 6000mm Aluminium Slat Fencing Post,Post - 50x50 6000,JG,slat_infill,,,,,,,,,XP-6000-FP-W,XP-6000-FP-SM,XP-6000-FP-D,XP-6000-FP-BS,XP-6000-FP-G,XP-6000-FP-MN,XP-6000-FP-B,,
slat_post+base_plate_cover,DOMICAL COVER - 2 Part - Suits 50MM Posts,Post - Base Plate Cover,JG,slat_infill,,,,,,,,,XP-DC-2P-W,XP-DC-2P-SM,XP-DC-2P-D,XP-DC-2P-BS,XP-DC-2P-G,XP-DC-2P-MN,XP-DC-2P-B,,
slat_post+base_plate_kit,XPRESS Screening - BASE PLATE SET,Post - Base Plate Kit,JG,slat_infill,,,,,,,,,XP-BP-SET-W,XP-BP-SET-SM,XP-BP-SET-D,XP-BP-SET-BS,XP-BP-SET-G,XP-BP-SET-MN,XP-BP-SET-B,,
slat_post+hole_plugs,Post Plug 32mm Diam. - 4PK,Post - Hole Plug,JG,slat_infill,,,,,,,,,SS-POSTPLUG-4PK-1,SS-POSTPLUG-4PK-1,SS-POSTPLUG-4PK-1,SS-POSTPLUG-4PK-1,SS-POSTPLUG-4PK-1,SS-POSTPLUG-4PK-1,SS-POSTPLUG-4PK-1,SS-POSTPLUG-4PK-1,SS-POSTPLUG-4PK-1
slat_gate+hd_rail,CTS - 65 x 45mm Heavy Duty RAIL (with 2 x screw flutes) - 1000mm long,Gate - Heavy Duty RAIL,JG,slat_infill,,,,,,,,,XP-6100-HD6545-W-CTS,XP-6100-HD6545-SM-CTS,XP-6000-HD6545-D-CTS,XP-6100-HD6545-BS-CTS,XP-6100-HD6545-G-CTS,XP-6100-HD6545-MN-CTS,XP-6100-HD6545-B-CTS,,
slat_gate+drop_bolt,300mm DROP BOLT - BLACK Powdercoated(incl 2 x tek screws),Gate - Drop Bolt,JG,slat_infill,,,,,,,,,SS-0300DB-B,SS-0300DB-B,SS-0300DB-B,SS-0300DB-B,SS-0300DB-B,SS-0300DB-B,SS-0300DB-B,,
slat_qes+gate_infill,CTS - XPS - SIDE FRAME INFILL - 1000mm,Gate - Infill,JG,slat_infill,,,,,,,,,XP-XBAT-4200-INF-W-CTS,XP-XBAT-4200-INF-SM-CTS,XP-XBAT-4200-INF-D-CTS,XP-XBAT-4200-INF-BS-CTS,XP-XBAT-4200-INF-G-CTS,XP-XBAT-4200-INF-MN-CTS,XP-XBAT-4200-INF-B-CTS,,
slat_gate+side_frame_20mm,CTS - XPS - GATE SIDE FRAME - 20MM - 1000mm,Gate - Side Frame,JG,slat_infill,,,,,,,,,XP-4200-GSF20-W-CTS,XP-4200-GSF20-SM-CTS,XP-4200-GSF20-D-CTS,XP-4200-GSF20-BS-CTS,XP-4200-GSF20-G-CTS,XP-4200-GSF20-MN-CTS,XP-4200-GSF20-B-CTS,,
slat_gate+side_frame_9mm,CTS - XPS -  GATE SIDE FRAME - 1000mm,Gate - Side Frame,JG,slat_infill,,,,,,,,,XP-4200-GSF09-W-CTS,XP-4200-GSF09-SM-CTS,XP-4200-GSF09-D-CTS,XP-4200-GSF09-BS-CTS,XP-4200-GSF09-G-CTS,XP-4200-GSF09-MN-CTS,XP-4200-GSF09-B-CTS,,
slat_gate+blade_65,CTS - XPS - GATE BLADE - 65 x 16MM,Gate - Blade,JG,slat_infill,,,,,,,,,XP-6100-GB65-W-CTS,XP-6100-GB65-SM-CTS,XP-6100-GB65-D-CTS,XP-6100-GB65-BS-CTS,XP-6100-GB65-G-CTS,XP-6100-GB65-MN-CTS,XP-6100-GB65-B-CTS,,
slat_gate+frame_cap,CTS - XPS - Gate Frame CAP ONLY,Gate - Frame Cap,JG,slat_infill,,,,,,,,,XP-GFC-W-CTS,XP-GFC-SM-CTS,XP-GFC-W-CTS,XP-GFC-BS-CTS,XP-GFC-G-CTS,XP-GFC-MN-CTS,XP-GFC-B-CTS,,
slat_gate+frame_cover,CTS - XPS - GATE FRAME COVER - 26 x 12mm,Gate - Frame Cover,JG,slat_infill,,,,,,,,,XP-4200-GI-W-CTS,XP-4200-GI-SM-CTS,XP-4200-GI-D-CTS,XP-4200-GI-BS-CTS,XP-4200-GI-G-CTS,XP-4200-GI-MN-CTS,XP-4200-GI-B-CTS,,
slat_gate+screws_frame,CTS - XPS GATEFRAME SCREWS - Bag of 10,Gate - Frame Screw,JG,slat_infill,,,,,,,,,XP-SCREWSGF-10pk-CTS,XP-SCREWSGF-10pk-CTS,XP-SCREWSGF-10pk-CTS,XP-SCREWSGF-10pk-CTS,XP-SCREWSGF-10pk-CTS,XP-SCREWSGF-10pk-CTS,XP-SCREWSGF-10pk-CTS,XP-SCREWSGF-10pk-CTS,XP-SCREWSGF-10pk-CTS
slat_gate+latch_deluxe,D&D Lokk Latch - Deluxe Lockable - Alike,Latch - Deluxe,JG,slat_infill,,,,,,,,,LL-DL-KA,LL-DL-KA,LL-DL-KA,LL-DL-KA,LL-DL-KA,LL-DL-KA,LL-DL-KA,LL-DL-KA,LL-DL-KA
slat_gate+handle,D&D Lokk Latch - GATE HANDLE,Gate - Handle,JG,slat_infill,,,,,,,,,LL-GH,LL-GH,LL-GH,LL-GH,LL-GH,LL-GH,LL-GH,,
slat_gate+hinge_truclose,D&D Tru Close - HINGE SET - Heavy Duty,Gate - Hinge,JG,slat_infill,,,,,,,,,TC-H-AT-HD-2L-B,TC-H-AT-HD-2L-B,TC-H-AT-HD-2L-B,TC-H-AT-HD-2L-B,TC-H-AT-HD-2L-B,TC-H-AT-HD-2L-B,TC-H-AT-HD-2L-B,,
slat_gate+screws_flat,XPS SCREWS - Bag of 100,Gate Screw,JG,slat_infill,,,,,,,,,XP-SCREWS-W,XP-SCREWS-SM,XP-SCREWS-D,XP-SCREWS-BS,XP-SCREWS-G,XP-SCREWS-MN,XP-SCREWS-B,,
centre_support_rail,Slat Centre Support Rail White 5800L,Centre Support Rail,JG,slat_infill,,,,,,,,,FS-SL-XP-5800-CSR-W-GO,FS-SL-XP-5800-CSR-SM-GO,FS-SL-XP-5800-CSR-D-GO,FS-SL-XP-5800-CSR-BS-GO,FS-SL-XP-5800-CSR-G-GO,FS-SL-XP-5800-CSR-MN-GO,FS-SL-XP-5800-CSR-B-GO,,
